term	gene
IL 9 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP8%RATTUS NORVEGICUS	Socs3
IL 9 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP8%RATTUS NORVEGICUS	Cxhxorf65
IL 9 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP8%RATTUS NORVEGICUS	Irs2
IL 9 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP8%RATTUS NORVEGICUS	Shc1
IL 9 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP8%RATTUS NORVEGICUS	Il2rg
IL 9 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP8%RATTUS NORVEGICUS	Mapk1
IL 9 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP8%RATTUS NORVEGICUS	Kat5
IL 9 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP8%RATTUS NORVEGICUS	Il9
IL 9 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP8%RATTUS NORVEGICUS	Jak3
IL 9 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP8%RATTUS NORVEGICUS	Il9r
IL 9 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP8%RATTUS NORVEGICUS	Pik3r1
IL 9 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP8%RATTUS NORVEGICUS	Map2k1
IL 9 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP8%RATTUS NORVEGICUS	Ptpn11
IL 9 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP8%RATTUS NORVEGICUS	Mapk3
IL 9 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP8%RATTUS NORVEGICUS	Grb2
IL 9 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP8%RATTUS NORVEGICUS	Stat5a
IL 9 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP8%RATTUS NORVEGICUS	Map2k2
IL 9 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP8%RATTUS NORVEGICUS	Akt1
IL 9 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP8%RATTUS NORVEGICUS	Stat5b
IL 9 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP8%RATTUS NORVEGICUS	Stat3
IL 9 SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP8%RATTUS NORVEGICUS	Jak1
OXIDATIVE STRESS RESPONSE%WIKIPATHWAYS_20241210%WP173%RATTUS NORVEGICUS	Gpx3
OXIDATIVE STRESS RESPONSE%WIKIPATHWAYS_20241210%WP173%RATTUS NORVEGICUS	Gsr
OXIDATIVE STRESS RESPONSE%WIKIPATHWAYS_20241210%WP173%RATTUS NORVEGICUS	Cyp1a1
OXIDATIVE STRESS RESPONSE%WIKIPATHWAYS_20241210%WP173%RATTUS NORVEGICUS	Gstt2
OXIDATIVE STRESS RESPONSE%WIKIPATHWAYS_20241210%WP173%RATTUS NORVEGICUS	Nqo1
OXIDATIVE STRESS RESPONSE%WIKIPATHWAYS_20241210%WP173%RATTUS NORVEGICUS	Nfix
OXIDATIVE STRESS RESPONSE%WIKIPATHWAYS_20241210%WP173%RATTUS NORVEGICUS	Hmox1
OXIDATIVE STRESS RESPONSE%WIKIPATHWAYS_20241210%WP173%RATTUS NORVEGICUS	Sod3
OXIDATIVE STRESS RESPONSE%WIKIPATHWAYS_20241210%WP173%RATTUS NORVEGICUS	Sod2
OXIDATIVE STRESS RESPONSE%WIKIPATHWAYS_20241210%WP173%RATTUS NORVEGICUS	Sod1
OXIDATIVE STRESS RESPONSE%WIKIPATHWAYS_20241210%WP173%RATTUS NORVEGICUS	Txn2
OXIDATIVE STRESS RESPONSE%WIKIPATHWAYS_20241210%WP173%RATTUS NORVEGICUS	Txnrd2
OXIDATIVE STRESS RESPONSE%WIKIPATHWAYS_20241210%WP173%RATTUS NORVEGICUS	Cyba
OXIDATIVE STRESS RESPONSE%WIKIPATHWAYS_20241210%WP173%RATTUS NORVEGICUS	Cat
OXIDATIVE STRESS RESPONSE%WIKIPATHWAYS_20241210%WP173%RATTUS NORVEGICUS	Mgst1
OXIDATIVE STRESS RESPONSE%WIKIPATHWAYS_20241210%WP173%RATTUS NORVEGICUS	Mapk14
OXIDATIVE STRESS RESPONSE%WIKIPATHWAYS_20241210%WP173%RATTUS NORVEGICUS	Fos
OXIDATIVE STRESS RESPONSE%WIKIPATHWAYS_20241210%WP173%RATTUS NORVEGICUS	Junb
OXIDATIVE STRESS RESPONSE%WIKIPATHWAYS_20241210%WP173%RATTUS NORVEGICUS	Xdh
OXIDATIVE STRESS RESPONSE%WIKIPATHWAYS_20241210%WP173%RATTUS NORVEGICUS	Mapk10
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Wnt7a
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Tcf7l1
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Prkcz
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Wnt4
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Cd44
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Wnt3
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Pou5f1
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Fosl1
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Fzd3
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Ccnd2
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Fzd2
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Fzd4
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Fzd9
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Fzd8
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Nanog
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Ppp2r2a
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Wnt2b
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Ppp2r1a
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Ppp2r5e
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Apc
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Plau
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Ctnnd1
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Ppm1j
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Ccnd1
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Prkcb
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Crebbp
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Mapk9
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Mapk10
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Prkd1
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Pafah1b1
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Map3k7
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Ppp2r3a
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Sox2
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Ppp2r2c
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Ppp2r2b
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Ctbp1
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Wnt5a
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Ctbp2
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Wnt5b
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Wnt9b
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Gsk3b
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Tp53
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Ppp2cb
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Ppp2ca
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Ppard
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Prkcq
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Prkcd
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Prkch
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Prkci
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Ptpa
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Prkce
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Axin1
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Axin2
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Csnk1e
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Wnt16
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Fbxw2
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Lef1
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Wnt11
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Lrp6
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Jun
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Nlk
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Ppp2r5c
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Nkd2
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Nkd1
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Lrp5
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Wnt7b
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Dvl1
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Dvl2
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Tmem97
WNT SIGNALING PATHWAY AND PLURIPOTENCY%WIKIPATHWAYS_20241210%WP1288%RATTUS NORVEGICUS	Dvl3
RELATIONSHIP BETWEEN GLUTATHIONE AND NADPH%WIKIPATHWAYS_20241210%WP2562%RATTUS NORVEGICUS	Nqo1
RELATIONSHIP BETWEEN GLUTATHIONE AND NADPH%WIKIPATHWAYS_20241210%WP2562%RATTUS NORVEGICUS	Alox5
RELATIONSHIP BETWEEN GLUTATHIONE AND NADPH%WIKIPATHWAYS_20241210%WP2562%RATTUS NORVEGICUS	Txn1
RELATIONSHIP BETWEEN GLUTATHIONE AND NADPH%WIKIPATHWAYS_20241210%WP2562%RATTUS NORVEGICUS	Gpi
RELATIONSHIP BETWEEN GLUTATHIONE AND NADPH%WIKIPATHWAYS_20241210%WP2562%RATTUS NORVEGICUS	Mapk8
RELATIONSHIP BETWEEN GLUTATHIONE AND NADPH%WIKIPATHWAYS_20241210%WP2562%RATTUS NORVEGICUS	Pklr
RELATIONSHIP BETWEEN GLUTATHIONE AND NADPH%WIKIPATHWAYS_20241210%WP2562%RATTUS NORVEGICUS	Rpe
RELATIONSHIP BETWEEN GLUTATHIONE AND NADPH%WIKIPATHWAYS_20241210%WP2562%RATTUS NORVEGICUS	Taldo1
RELATIONSHIP BETWEEN GLUTATHIONE AND NADPH%WIKIPATHWAYS_20241210%WP2562%RATTUS NORVEGICUS	Dpep2
RELATIONSHIP BETWEEN GLUTATHIONE AND NADPH%WIKIPATHWAYS_20241210%WP2562%RATTUS NORVEGICUS	Eno1
RELATIONSHIP BETWEEN GLUTATHIONE AND NADPH%WIKIPATHWAYS_20241210%WP2562%RATTUS NORVEGICUS	Aldoa
RELATIONSHIP BETWEEN GLUTATHIONE AND NADPH%WIKIPATHWAYS_20241210%WP2562%RATTUS NORVEGICUS	Map3k5
RELATIONSHIP BETWEEN GLUTATHIONE AND NADPH%WIKIPATHWAYS_20241210%WP2562%RATTUS NORVEGICUS	Rpia
RELATIONSHIP BETWEEN GLUTATHIONE AND NADPH%WIKIPATHWAYS_20241210%WP2562%RATTUS NORVEGICUS	G6pd
RELATIONSHIP BETWEEN GLUTATHIONE AND NADPH%WIKIPATHWAYS_20241210%WP2562%RATTUS NORVEGICUS	Pfkl
RELATIONSHIP BETWEEN GLUTATHIONE AND NADPH%WIKIPATHWAYS_20241210%WP2562%RATTUS NORVEGICUS	Ftl1
RELATIONSHIP BETWEEN GLUTATHIONE AND NADPH%WIKIPATHWAYS_20241210%WP2562%RATTUS NORVEGICUS	Gss
RELATIONSHIP BETWEEN GLUTATHIONE AND NADPH%WIKIPATHWAYS_20241210%WP2562%RATTUS NORVEGICUS	Nnt
RELATIONSHIP BETWEEN GLUTATHIONE AND NADPH%WIKIPATHWAYS_20241210%WP2562%RATTUS NORVEGICUS	Gsr
RELATIONSHIP BETWEEN GLUTATHIONE AND NADPH%WIKIPATHWAYS_20241210%WP2562%RATTUS NORVEGICUS	Fth1
RELATIONSHIP BETWEEN GLUTATHIONE AND NADPH%WIKIPATHWAYS_20241210%WP2562%RATTUS NORVEGICUS	Tp53
RELATIONSHIP BETWEEN GLUTATHIONE AND NADPH%WIKIPATHWAYS_20241210%WP2562%RATTUS NORVEGICUS	Anpep
RELATIONSHIP BETWEEN GLUTATHIONE AND NADPH%WIKIPATHWAYS_20241210%WP2562%RATTUS NORVEGICUS	Pgam2
RELATIONSHIP BETWEEN GLUTATHIONE AND NADPH%WIKIPATHWAYS_20241210%WP2562%RATTUS NORVEGICUS	Pgm2
RELATIONSHIP BETWEEN GLUTATHIONE AND NADPH%WIKIPATHWAYS_20241210%WP2562%RATTUS NORVEGICUS	Ugp2
RELATIONSHIP BETWEEN GLUTATHIONE AND NADPH%WIKIPATHWAYS_20241210%WP2562%RATTUS NORVEGICUS	Ugdh
RELATIONSHIP BETWEEN GLUTATHIONE AND NADPH%WIKIPATHWAYS_20241210%WP2562%RATTUS NORVEGICUS	Pgm1
RELATIONSHIP BETWEEN GLUTATHIONE AND NADPH%WIKIPATHWAYS_20241210%WP2562%RATTUS NORVEGICUS	Ugt8
RELATIONSHIP BETWEEN GLUTATHIONE AND NADPH%WIKIPATHWAYS_20241210%WP2562%RATTUS NORVEGICUS	Ptgr1
RELATIONSHIP BETWEEN GLUTATHIONE AND NADPH%WIKIPATHWAYS_20241210%WP2562%RATTUS NORVEGICUS	Gclm
RELATIONSHIP BETWEEN GLUTATHIONE AND NADPH%WIKIPATHWAYS_20241210%WP2562%RATTUS NORVEGICUS	Ltc4s
RELATIONSHIP BETWEEN GLUTATHIONE AND NADPH%WIKIPATHWAYS_20241210%WP2562%RATTUS NORVEGICUS	Gsn
RELATIONSHIP BETWEEN GLUTATHIONE AND NADPH%WIKIPATHWAYS_20241210%WP2562%RATTUS NORVEGICUS	Tfrc
RELATIONSHIP BETWEEN GLUTATHIONE AND NADPH%WIKIPATHWAYS_20241210%WP2562%RATTUS NORVEGICUS	Casp3
RELATIONSHIP BETWEEN GLUTATHIONE AND NADPH%WIKIPATHWAYS_20241210%WP2562%RATTUS NORVEGICUS	Kif1b
RELATIONSHIP BETWEEN GLUTATHIONE AND NADPH%WIKIPATHWAYS_20241210%WP2562%RATTUS NORVEGICUS	Gapdh
RELATIONSHIP BETWEEN GLUTATHIONE AND NADPH%WIKIPATHWAYS_20241210%WP2562%RATTUS NORVEGICUS	Pgd
RELATIONSHIP BETWEEN GLUTATHIONE AND NADPH%WIKIPATHWAYS_20241210%WP2562%RATTUS NORVEGICUS	Gck
RELATIONSHIP BETWEEN GLUTATHIONE AND NADPH%WIKIPATHWAYS_20241210%WP2562%RATTUS NORVEGICUS	Abcc1
RELATIONSHIP BETWEEN GLUTATHIONE AND NADPH%WIKIPATHWAYS_20241210%WP2562%RATTUS NORVEGICUS	Tfr2
RELATIONSHIP BETWEEN GLUTATHIONE AND NADPH%WIKIPATHWAYS_20241210%WP2562%RATTUS NORVEGICUS	Gstp1
RELATIONSHIP BETWEEN GLUTATHIONE AND NADPH%WIKIPATHWAYS_20241210%WP2562%RATTUS NORVEGICUS	Fas
RELATIONSHIP BETWEEN GLUTATHIONE AND NADPH%WIKIPATHWAYS_20241210%WP2562%RATTUS NORVEGICUS	Pgls
RELATIONSHIP BETWEEN GLUTATHIONE AND NADPH%WIKIPATHWAYS_20241210%WP2562%RATTUS NORVEGICUS	Cdkn1a
RELATIONSHIP BETWEEN GLUTATHIONE AND NADPH%WIKIPATHWAYS_20241210%WP2562%RATTUS NORVEGICUS	Tkt
RELATIONSHIP BETWEEN GLUTATHIONE AND NADPH%WIKIPATHWAYS_20241210%WP2562%RATTUS NORVEGICUS	Bax
RELATIONSHIP BETWEEN GLUTATHIONE AND NADPH%WIKIPATHWAYS_20241210%WP2562%RATTUS NORVEGICUS	Dffa
RELATIONSHIP BETWEEN GLUTATHIONE AND NADPH%WIKIPATHWAYS_20241210%WP2562%RATTUS NORVEGICUS	Dffb
P38 MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP294%RATTUS NORVEGICUS	Mef2d
P38 MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP294%RATTUS NORVEGICUS	Map2k6
P38 MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP294%RATTUS NORVEGICUS	Tgfb2
P38 MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP294%RATTUS NORVEGICUS	Hspb1
P38 MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP294%RATTUS NORVEGICUS	Cdc42
P38 MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP294%RATTUS NORVEGICUS	Mapkapk2
P38 MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP294%RATTUS NORVEGICUS	Shc1
P38 MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP294%RATTUS NORVEGICUS	Ripk1
P38 MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP294%RATTUS NORVEGICUS	Mapkapk5
P38 MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP294%RATTUS NORVEGICUS	Map2k4
P38 MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP294%RATTUS NORVEGICUS	Map3k1
P38 MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP294%RATTUS NORVEGICUS	Rps6ka5
P38 MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP294%RATTUS NORVEGICUS	Mknk1
P38 MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP294%RATTUS NORVEGICUS	Tgfbr1
P38 MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP294%RATTUS NORVEGICUS	Daxx
P38 MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP294%RATTUS NORVEGICUS	Atf2
P38 MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP294%RATTUS NORVEGICUS	Tradd
P38 MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP294%RATTUS NORVEGICUS	Pla2g4a
P38 MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP294%RATTUS NORVEGICUS	Elk1
P38 MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP294%RATTUS NORVEGICUS	Traf2
P38 MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP294%RATTUS NORVEGICUS	Grb2
P38 MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP294%RATTUS NORVEGICUS	Map3k7
P38 MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP294%RATTUS NORVEGICUS	Rac1
P38 MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP294%RATTUS NORVEGICUS	Map3k5
P38 MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP294%RATTUS NORVEGICUS	Mapk14
P38 MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP294%RATTUS NORVEGICUS	Max
P38 MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP294%RATTUS NORVEGICUS	Map3k9
P38 MAPK SIGNALING PATHWAY%WIKIPATHWAYS_20241210%WP294%RATTUS NORVEGICUS	Hras
INSULIN SIGNALING%WIKIPATHWAYS_20241210%WP439%RATTUS NORVEGICUS	Prkcz
INSULIN SIGNALING%WIKIPATHWAYS_20241210%WP439%RATTUS NORVEGICUS	Ikbkb
INSULIN SIGNALING%WIKIPATHWAYS_20241210%WP439%RATTUS NORVEGICUS	Shc1
INSULIN SIGNALING%WIKIPATHWAYS_20241210%WP439%RATTUS NORVEGICUS	Mapk1
INSULIN SIGNALING%WIKIPATHWAYS_20241210%WP439%RATTUS NORVEGICUS	Map2k1
INSULIN SIGNALING%WIKIPATHWAYS_20241210%WP439%RATTUS NORVEGICUS	Rps6ka2
INSULIN SIGNALING%WIKIPATHWAYS_20241210%WP439%RATTUS NORVEGICUS	Grb2
INSULIN SIGNALING%WIKIPATHWAYS_20241210%WP439%RATTUS NORVEGICUS	Raf1
INSULIN SIGNALING%WIKIPATHWAYS_20241210%WP439%RATTUS NORVEGICUS	Sos1
INSULIN SIGNALING%WIKIPATHWAYS_20241210%WP439%RATTUS NORVEGICUS	Mapk8
INSULIN SIGNALING%WIKIPATHWAYS_20241210%WP439%RATTUS NORVEGICUS	Map3k5
INSULIN SIGNALING%WIKIPATHWAYS_20241210%WP439%RATTUS NORVEGICUS	Pfkl
INSULIN SIGNALING%WIKIPATHWAYS_20241210%WP439%RATTUS NORVEGICUS	Prkcb
INSULIN SIGNALING%WIKIPATHWAYS_20241210%WP439%RATTUS NORVEGICUS	Fos
INSULIN SIGNALING%WIKIPATHWAYS_20241210%WP439%RATTUS NORVEGICUS	Map3k9
INSULIN SIGNALING%WIKIPATHWAYS_20241210%WP439%RATTUS NORVEGICUS	Map2k6
INSULIN SIGNALING%WIKIPATHWAYS_20241210%WP439%RATTUS NORVEGICUS	Map2k4
INSULIN SIGNALING%WIKIPATHWAYS_20241210%WP439%RATTUS NORVEGICUS	Map3k1
INSULIN SIGNALING%WIKIPATHWAYS_20241210%WP439%RATTUS NORVEGICUS	Rps6ka5
INSULIN SIGNALING%WIKIPATHWAYS_20241210%WP439%RATTUS NORVEGICUS	Mapk9
INSULIN SIGNALING%WIKIPATHWAYS_20241210%WP439%RATTUS NORVEGICUS	Socs1
INSULIN SIGNALING%WIKIPATHWAYS_20241210%WP439%RATTUS NORVEGICUS	Cyth3
INSULIN SIGNALING%WIKIPATHWAYS_20241210%WP439%RATTUS NORVEGICUS	Grb14
INSULIN SIGNALING%WIKIPATHWAYS_20241210%WP439%RATTUS NORVEGICUS	Trib3
INSULIN SIGNALING%WIKIPATHWAYS_20241210%WP439%RATTUS NORVEGICUS	Map3k8
INSULIN SIGNALING%WIKIPATHWAYS_20241210%WP439%RATTUS NORVEGICUS	Map3k6
INSULIN SIGNALING%WIKIPATHWAYS_20241210%WP439%RATTUS NORVEGICUS	Mapk4
INSULIN SIGNALING%WIKIPATHWAYS_20241210%WP439%RATTUS NORVEGICUS	Elk1
INSULIN SIGNALING%WIKIPATHWAYS_20241210%WP439%RATTUS NORVEGICUS	Map3k4
INSULIN SIGNALING%WIKIPATHWAYS_20241210%WP439%RATTUS NORVEGICUS	Mapk3
INSULIN SIGNALING%WIKIPATHWAYS_20241210%WP439%RATTUS NORVEGICUS	Stxbp1
